KURUM,HESAP,FREKANS
ANKARA ETİMESGUT BELEDİYESİ_2012,381 GİDER,1
ANKARA ETİMESGUT BELEDİYESİ_2012,400 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2012,430 ALINAN,1
ANKARA ETİMESGUT BELEDİYESİ_2012,472 KIDEM,1
ANKARA ETİMESGUT BELEDİYESİ_2012,481 GİDER,1
ANKARA ETİMESGUT BELEDİYESİ_2014,100 KASA,1
ANKARA ETİMESGUT BELEDİYESİ_2014,102 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2014,103 VERİLEN,1
ANKARA ETİMESGUT BELEDİYESİ_2014,108 DİĞER,1
ANKARA ETİMESGUT BELEDİYESİ_2014,109 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2014,120 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2014,121 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2014,161 PERSONEL,1
ANKARA ETİMESGUT BELEDİYESİ_2014,162 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2014,165 MAHSUP,1
ANKARA ETİMESGUT BELEDİYESİ_2014,190 DEVREDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2014,240 MALİ,1
ANKARA ETİMESGUT BELEDİYESİ_2014,241 MAL,1
ANKARA ETİMESGUT BELEDİYESİ_2014,250 ARAZİ,1
ANKARA ETİMESGUT BELEDİYESİ_2014,252 BİNALAR,6
ANKARA ETİMESGUT BELEDİYESİ_2014,"253 TESİS,",1
ANKARA ETİMESGUT BELEDİYESİ_2014,258 YAPILMAKTA,6
ANKARA ETİMESGUT BELEDİYESİ_2014,260 HAKLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2014,300 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2014,320 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2014,333 EMANETLER,1
ANKARA ETİMESGUT BELEDİYESİ_2014,360 ÖDENECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2014,361 ÖDENECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2014,362 FONLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2014,363 KAMU,1
ANKARA ETİMESGUT BELEDİYESİ_2014,391 HESAPLANAN,1
ANKARA ETİMESGUT BELEDİYESİ_2014,500 NET,1
ANKARA ETİMESGUT BELEDİYESİ_2014,590 DÖNEM,1
ANKARA ETİMESGUT BELEDİYESİ_2014,800 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2014,805 GELİR,1
ANKARA ETİMESGUT BELEDİYESİ_2014,810 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2014,830 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2014,835 GİDER,1
ANKARA ETİMESGUT BELEDİYESİ_2014,895 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2014,900 GÖNDERİLECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2014,901 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2014,905 ÖDENEKLİ,1
ANKARA ETİMESGUT BELEDİYESİ_2014,920 GİDER,3
ANKARA ETİMESGUT BELEDİYESİ_2014,921 GİDER,3
ANKARA ETİMESGUT BELEDİYESİ_2015,100 KASA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,101 ALINAN,1
ANKARA ETİMESGUT BELEDİYESİ_2015,102 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,104 PROJE,1
ANKARA ETİMESGUT BELEDİYESİ_2015,109 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,117 MENKUL,1
ANKARA ETİMESGUT BELEDİYESİ_2015,126 VERİLEN,5
ANKARA ETİMESGUT BELEDİYESİ_2015,132 KURUMCA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,153 TİCARİ,6
ANKARA ETİMESGUT BELEDİYESİ_2015,161 PERSONEL,1
ANKARA ETİMESGUT BELEDİYESİ_2015,162 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2015,165 MAHSUP,1
ANKARA ETİMESGUT BELEDİYESİ_2015,166 PROJE,1
ANKARA ETİMESGUT BELEDİYESİ_2015,167 DOĞRUDAN,1
ANKARA ETİMESGUT BELEDİYESİ_2015,190 DEVREDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2015,197 SAYIM,1
ANKARA ETİMESGUT BELEDİYESİ_2015,217 MENKUL,1
ANKARA ETİMESGUT BELEDİYESİ_2015,232 KURUMCA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,241 MAL,7
ANKARA ETİMESGUT BELEDİYESİ_2015,251 YERALTI,1
ANKARA ETİMESGUT BELEDİYESİ_2015,252 BİNALAR,3
ANKARA ETİMESGUT BELEDİYESİ_2015,258 YAPILMAKTA,7
ANKARA ETİMESGUT BELEDİYESİ_2015,259 YATIRIM,1
ANKARA ETİMESGUT BELEDİYESİ_2015,260 HAKLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2015,264 ÖZEL,1
ANKARA ETİMESGUT BELEDİYESİ_2015,280 GELECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2015,300 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,303 KAMU,1
ANKARA ETİMESGUT BELEDİYESİ_2015,309 KISA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,320 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2015,330 ALINAN,1
ANKARA ETİMESGUT BELEDİYESİ_2015,333 EMANETLER,1
ANKARA ETİMESGUT BELEDİYESİ_2015,360 ÖDENECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2015,361 ÖDENECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2015,362 FONLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2015,363 KAMU,1
ANKARA ETİMESGUT BELEDİYESİ_2015,372 KIDEM,4
ANKARA ETİMESGUT BELEDİYESİ_2015,391 HESAPLANAN,1
ANKARA ETİMESGUT BELEDİYESİ_2015,397 SAYIM,1
ANKARA ETİMESGUT BELEDİYESİ_2015,400 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,403 KAMU,1
ANKARA ETİMESGUT BELEDİYESİ_2015,409 UZUN,1
ANKARA ETİMESGUT BELEDİYESİ_2015,430 ALINAN,1
ANKARA ETİMESGUT BELEDİYESİ_2015,438 KAMUYA,1
ANKARA ETİMESGUT BELEDİYESİ_2015,472 KIDEM,4
ANKARA ETİMESGUT BELEDİYESİ_2015,480 GELECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2015,500 NET,1
ANKARA ETİMESGUT BELEDİYESİ_2015,590 DÖNEM,2
ANKARA ETİMESGUT BELEDİYESİ_2015,591 DÖNEM,1
ANKARA ETİMESGUT BELEDİYESİ_2015,600 GELİRLER,2
ANKARA ETİMESGUT BELEDİYESİ_2015,630 GİDERLER,6
ANKARA ETİMESGUT BELEDİYESİ_2015,920 GİDER,4
ANKARA ETİMESGUT BELEDİYESİ_2015,921 GİDER,3
ANKARA ETİMESGUT BELEDİYESİ_2016,100 KASA,1
ANKARA ETİMESGUT BELEDİYESİ_2016,102 BANKA,2
ANKARA ETİMESGUT BELEDİYESİ_2016,103 VERİLEN,1
ANKARA ETİMESGUT BELEDİYESİ_2016,108 DİĞER,1
ANKARA ETİMESGUT BELEDİYESİ_2016,109 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2016,120 GELİRLERDEN,8
ANKARA ETİMESGUT BELEDİYESİ_2016,121 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2016,122 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2016,126 VERİLEN,1
ANKARA ETİMESGUT BELEDİYESİ_2016,140 KİŞİLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2016,150 İLK,1
ANKARA ETİMESGUT BELEDİYESİ_2016,153 TİCARİ,1
ANKARA ETİMESGUT BELEDİYESİ_2016,160 İŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2016,161 PERSONEL,1
ANKARA ETİMESGUT BELEDİYESİ_2016,162 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2016,190 DEVREDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2016,191 İNDİRİLECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2016,222 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2016,240 MALİ,1
ANKARA ETİMESGUT BELEDİYESİ_2016,241 MAL,1
ANKARA ETİMESGUT BELEDİYESİ_2016,250 ARAZİ,3
ANKARA ETİMESGUT BELEDİYESİ_2016,251 YERALTI,3
ANKARA ETİMESGUT BELEDİYESİ_2016,252 BİNALAR,5
ANKARA ETİMESGUT BELEDİYESİ_2016,"253 TESİS,",5
ANKARA ETİMESGUT BELEDİYESİ_2016,255 DEMİRBAŞLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2016,257 BİRİKMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2016,258 YAPILMAKTA,7
ANKARA ETİMESGUT BELEDİYESİ_2016,260 HAKLAR,5
ANKARA ETİMESGUT BELEDİYESİ_2016,268 BİRİKMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2016,372 KIDEM,1
ANKARA ETİMESGUT BELEDİYESİ_2016,391 HESAPLANAN,1
ANKARA ETİMESGUT BELEDİYESİ_2016,480 GELECEK,4
ANKARA ETİMESGUT BELEDİYESİ_2016,500 NET,1
ANKARA ETİMESGUT BELEDİYESİ_2016,570 GEÇMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2016,580 GEÇMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2016,590 DÖNEM,1
ANKARA ETİMESGUT BELEDİYESİ_2016,630 GİDERLER,3
ANKARA ETİMESGUT BELEDİYESİ_2016,920 GİDER,5
ANKARA ETİMESGUT BELEDİYESİ_2016,921 GİDER,5
ANKARA ETİMESGUT BELEDİYESİ_2017,102 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2017,103 VERİLEN,1
ANKARA ETİMESGUT BELEDİYESİ_2017,109 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2017,121 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2017,126 VERİLEN,1
ANKARA ETİMESGUT BELEDİYESİ_2017,140 KİŞİLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2017,150 İLK,2
ANKARA ETİMESGUT BELEDİYESİ_2017,153 TİCARİ,1
ANKARA ETİMESGUT BELEDİYESİ_2017,162 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2017,190 DEVREDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2017,240 MALİ,1
ANKARA ETİMESGUT BELEDİYESİ_2017,241 MAL,1
ANKARA ETİMESGUT BELEDİYESİ_2017,250 ARAZİ,1
ANKARA ETİMESGUT BELEDİYESİ_2017,251 YERALTI,1
ANKARA ETİMESGUT BELEDİYESİ_2017,252 BİNALAR,1
ANKARA ETİMESGUT BELEDİYESİ_2017,"253 TESİS,",1
ANKARA ETİMESGUT BELEDİYESİ_2017,255 DEMİRBAŞLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2017,256 HİZMET,1
ANKARA ETİMESGUT BELEDİYESİ_2017,257 BİRİKMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2017,258 YAPILMAKTA,3
ANKARA ETİMESGUT BELEDİYESİ_2017,260 HAKLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2017,268 BİRİKMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2017,472 KIDEM,1
ANKARA ETİMESGUT BELEDİYESİ_2017,900 GÖNDERİLECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2017,905 ÖDENEKLİ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,100 KASA,1
ANKARA ETİMESGUT BELEDİYESİ_2018,102 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2018,103 VERİLEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,108 DİĞER,1
ANKARA ETİMESGUT BELEDİYESİ_2018,109 BANKA,1
ANKARA ETİMESGUT BELEDİYESİ_2018,120 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,121 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,122 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,126 VERİLEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,140 KİŞİLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,150 İLK,2
ANKARA ETİMESGUT BELEDİYESİ_2018,153 TİCARİ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,160 İŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,161 PERSONEL,1
ANKARA ETİMESGUT BELEDİYESİ_2018,162 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2018,190 DEVREDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,191 İNDİRİLECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2018,222 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,240 MALİ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,241 MAL,3
ANKARA ETİMESGUT BELEDİYESİ_2018,250 ARAZİ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,251 YERALTI,1
ANKARA ETİMESGUT BELEDİYESİ_2018,252 BİNALAR,1
ANKARA ETİMESGUT BELEDİYESİ_2018,"253 TESİS,",1
ANKARA ETİMESGUT BELEDİYESİ_2018,254 TAŞITLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2018,255 DEMİRBAŞLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2018,256 HİZMET,1
ANKARA ETİMESGUT BELEDİYESİ_2018,257 BİRİKMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,258 YAPILMAKTA,3
ANKARA ETİMESGUT BELEDİYESİ_2018,260 HAKLAR,1
ANKARA ETİMESGUT BELEDİYESİ_2018,268 BİRİKMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,294 ELDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,299 BİRİKMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,322 BÜTÇELEŞTİRİLECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2018,330 ALINAN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,360 ÖDENECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2018,361 ÖDENECEK,2
ANKARA ETİMESGUT BELEDİYESİ_2018,363 KAMU,1
ANKARA ETİMESGUT BELEDİYESİ_2018,372 KIDEM,2
ANKARA ETİMESGUT BELEDİYESİ_2018,380 GELECEK,2
ANKARA ETİMESGUT BELEDİYESİ_2018,391 HESAPLANAN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,430 ALINAN,1
ANKARA ETİMESGUT BELEDİYESİ_2018,472 KIDEM,2
ANKARA ETİMESGUT BELEDİYESİ_2018,480 GELECEK,2
ANKARA ETİMESGUT BELEDİYESİ_2018,500 NET,1
ANKARA ETİMESGUT BELEDİYESİ_2018,570 GEÇMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,580 GEÇMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2018,590 DÖNEM,2
ANKARA ETİMESGUT BELEDİYESİ_2018,900 GÖNDERİLECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2018,921 GİDER,1
ANKARA ETİMESGUT BELEDİYESİ_2018,999 DİĞER,2
ANKARA ETİMESGUT BELEDİYESİ_2019,120 GELİRLERDEN,1
ANKARA ETİMESGUT BELEDİYESİ_2019,126 VERİLEN,4
ANKARA ETİMESGUT BELEDİYESİ_2019,150 İLK,2
ANKARA ETİMESGUT BELEDİYESİ_2019,153 TİCARİ,6
ANKARA ETİMESGUT BELEDİYESİ_2019,162 BÜTÇE,6
ANKARA ETİMESGUT BELEDİYESİ_2019,226 VERİLEN,5
ANKARA ETİMESGUT BELEDİYESİ_2019,240 MALİ,2
ANKARA ETİMESGUT BELEDİYESİ_2019,251 YERALTI,2
ANKARA ETİMESGUT BELEDİYESİ_2019,252 BİNALAR,2
ANKARA ETİMESGUT BELEDİYESİ_2019,258 YAPILMAKTA,4
ANKARA ETİMESGUT BELEDİYESİ_2019,320 BÜTÇE,2
ANKARA ETİMESGUT BELEDİYESİ_2019,368 VADESİ,1
ANKARA ETİMESGUT BELEDİYESİ_2019,379 DİĞER,1
ANKARA ETİMESGUT BELEDİYESİ_2019,600 GELİRLER,3
ANKARA ETİMESGUT BELEDİYESİ_2019,630 GİDERLER,2
ANKARA ETİMESGUT BELEDİYESİ_2019,993 MADDİ,2
ANKARA ETİMESGUT BELEDİYESİ_2020,120 GELİRLERDEN,9
ANKARA ETİMESGUT BELEDİYESİ_2020,150 İLK,1
ANKARA ETİMESGUT BELEDİYESİ_2020,153 TİCARİ,1
ANKARA ETİMESGUT BELEDİYESİ_2020,162 BÜTÇE,7
ANKARA ETİMESGUT BELEDİYESİ_2020,190 DEVREDEN,5
ANKARA ETİMESGUT BELEDİYESİ_2020,191 İNDİRİLECEK,3
ANKARA ETİMESGUT BELEDİYESİ_2020,220 GELİRLERDEN,6
ANKARA ETİMESGUT BELEDİYESİ_2020,257 BİRİKMİŞ,1
ANKARA ETİMESGUT BELEDİYESİ_2020,294 ELDEN,3
ANKARA ETİMESGUT BELEDİYESİ_2020,299 BİRİKMİŞ,3
ANKARA ETİMESGUT BELEDİYESİ_2020,320 BÜTÇE,1
ANKARA ETİMESGUT BELEDİYESİ_2020,360 ÖDENECEK,1
ANKARA ETİMESGUT BELEDİYESİ_2020,391 HESAPLANAN,1
ANKARA ETİMESGUT BELEDİYESİ_2020,600 GELİRLER,3
ANKARA ETİMESGUT BELEDİYESİ_2020,630 GİDERLER,3
ANKARA ETİMESGUT BELEDİYESİ_2020,910 ALINAN,2
ANKARA ETİMESGUT BELEDİYESİ_2020,920 GİDER,2
ANKARA ETİMESGUT BELEDİYESİ_2020,993 MADDİ,3
ANKARA GÖLBAŞI BELEDİYESİ_2012,220 GELİRLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2012,252 BİNALAR,1
ANKARA GÖLBAŞI BELEDİYESİ_2012,258 YAPILMAKTA,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,100 KASA,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,102 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,103 VERİLEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,108 DİĞER,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,109 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,120 GELİRLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,121 GELİRLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,126 VERİLEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,161 PERSONEL,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,162 BÜTÇE,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,165 MAHSUP,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,190 DEVREDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,240 MALİ,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,241 MAL,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,250 ARAZİ,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,251 YERALTI,5
ANKARA GÖLBAŞI BELEDİYESİ_2014,252 BİNALAR,8
ANKARA GÖLBAŞI BELEDİYESİ_2014,"253 TESİS,",9
ANKARA GÖLBAŞI BELEDİYESİ_2014,258 YAPILMAKTA,11
ANKARA GÖLBAŞI BELEDİYESİ_2014,260 HAKLAR,5
ANKARA GÖLBAŞI BELEDİYESİ_2014,372 KIDEM,1
ANKARA GÖLBAŞI BELEDİYESİ_2014,380 GELECEK,6
ANKARA GÖLBAŞI BELEDİYESİ_2014,472 KIDEM,7
ANKARA GÖLBAŞI BELEDİYESİ_2014,480 GELECEK,5
ANKARA GÖLBAŞI BELEDİYESİ_2014,500 NET,2
ANKARA GÖLBAŞI BELEDİYESİ_2014,630 GİDERLER,8
ANKARA GÖLBAŞI BELEDİYESİ_2014,835 GİDER,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,100 KASA,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,102 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,103 VERİLEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,108 DİĞER,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,109 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,120 GELİRLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,121 GELİRLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,126 VERİLEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,127 DİĞER,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,140 KİŞİLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,150 İLK,4
ANKARA GÖLBAŞI BELEDİYESİ_2016,160 İŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,162 BÜTÇE,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,190 DEVREDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,240 MALİ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,241 MAL,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,250 ARAZİ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,252 BİNALAR,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,"253 TESİS,",5
ANKARA GÖLBAŞI BELEDİYESİ_2016,254 TAŞITLAR,5
ANKARA GÖLBAŞI BELEDİYESİ_2016,255 DEMİRBAŞLAR,2
ANKARA GÖLBAŞI BELEDİYESİ_2016,257 BİRİKMİŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,260 HAKLAR,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,268 BİRİKMİŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,294 ELDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,299 BİRİKMİŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,300 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,320 BÜTÇE,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,322 BÜTÇELEŞTİRİLECEK,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,333 EMANETLER,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,360 ÖDENECEK,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,361 ÖDENECEK,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,362 FONLAR,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,363 KAMU,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,368 VADESİ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,381 GİDER,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,391 HESAPLANAN,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,400 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,481 GİDER,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,500 NET,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,570 GEÇMİŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,580 GEÇMİŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,590 DÖNEM,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,591 DÖNEM,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,800 BÜTÇE,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,830 BÜTÇE,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,900 GÖNDERİLECEK,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,901 BÜTÇE,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,905 ÖDENEKLİ,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,920 GİDER,1
ANKARA GÖLBAŞI BELEDİYESİ_2016,921 GİDER,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,100 KASA,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,102 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,103 VERİLEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,108 DİĞER,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,109 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,120 GELİRLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,121 GELİRLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,126 VERİLEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,127 DİĞER,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,139 DİĞER,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,140 KİŞİLERDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,150 İLK,5
ANKARA GÖLBAŞI BELEDİYESİ_2017,160 İŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,162 BÜTÇE,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,190 DEVREDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,226 VERİLEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,240 MALİ,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,241 MAL,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,250 ARAZİ,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,251 YERALTI,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,252 BİNALAR,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,"253 TESİS,",1
ANKARA GÖLBAŞI BELEDİYESİ_2017,254 TAŞITLAR,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,255 DEMİRBAŞLAR,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,257 BİRİKMİŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,258 YAPILMAKTA,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,260 HAKLAR,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,268 BİRİKMİŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,294 ELDEN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,299 BİRİKMİŞ,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,300 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,320 BÜTÇE,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,322 BÜTÇELEŞTİRİLECEK,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,330 ALINAN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,333 EMANETLER,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,360 ÖDENECEK,5
ANKARA GÖLBAŞI BELEDİYESİ_2017,361 ÖDENECEK,5
ANKARA GÖLBAŞI BELEDİYESİ_2017,362 FONLAR,3
ANKARA GÖLBAŞI BELEDİYESİ_2017,363 KAMU,4
ANKARA GÖLBAŞI BELEDİYESİ_2017,368 VADESİ,6
ANKARA GÖLBAŞI BELEDİYESİ_2017,381 GİDER,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,391 HESAPLANAN,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,400 BANKA,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,472 KIDEM,1
ANKARA GÖLBAŞI BELEDİYESİ_2017,481 GİDER,1
